% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=768818, Thu Jul  2 11:26:01 2020, <python>{}</python>
1 14 48.99582158997193 0 0 48.981786065729565 48.953688966931914 49.207971149702075 48.744881922528435 49.029667865244235 48.70014039127618 48.71218804835794 48.6549133802887 48.845275646403074 49.07746177574879 48.89613771974283 48.954381553966975 48.75554301468428 49.18569562436942 48.95769309981648 48.93312252352316 48.662327431098994 48.91095099346054 49.18671232330462 48.959298500246156 48.90887729878511 48.84637212405662 48.96131593432532 49.16156459784076 49.04622851646811 48.88007444950003 49.0025054927842 49.01765950185706 48.997412172057 49.0954498507497
2 28 50.03252288736042 0 0 49.96992698975815 49.92430369771997 50.25994269897435 50.2160415530058 50.02839496757161 49.60810082284615 49.540404946826314 49.60041406723757 49.89493375139897 50.079615724811035 49.92901268596095 49.97153599943416 49.91873316327288 50.238269802354324 50.14315437595652 49.71218305120379 49.73393190750984 49.903459301730415 49.88230792271332 50.081232111314094 49.886462233495685 49.750683740584684 50.19081382310287 50.249208396586376 49.970607363407645 49.690622054794275 49.88899111081199 49.95348067797943 49.81388132444295 50.14551610045617
3 42 47.93984171816782 0 0 47.848710527295175 47.99056407150958 48.13912602655825 48.204284011247786 47.99039382449489 47.585921571760956 47.47527512460482 47.302986017183684 47.90739672813717 48.07098862295037 47.74544986730818 47.72887359886461 47.636032825844005 48.1587428312786 48.008087534722094 47.66351987303014 47.62094384797757 47.82269981109414 47.75582803347697 47.93543735290402 47.59952317683985 47.46060176830351 47.88825010566247 48.145841007900906 47.78421931359538 47.44759680609048 47.75403839158619 48.107284054763895 47.63778537411944 48.000181248126765
101 1414 0.1869645619900651 0 0 0.17446106674512513 0.17062997991026202 0.17649091075970158 0.19494148672200257 0.18376393633362756 0.16784147057736115 0.18997530429172377 0.1568580669609419 0.1800198953035144 0.1736426751207185 0.17271325551643013 0.16245972654931645 0.1948497700133618 0.17682566671415567 0.17926693647909372 0.17035651811181696 0.2060433959869647 0.18820376404226935 0.16402572805432805 0.19847342531105616 0.17863869678302804 0.17733918245646302 0.1550677343283288 0.16908968858387796 0.16808600833969325 0.1760688319367444 0.17349703231030641 0.1875770583061656 0.18095170462711266 0.21166966163282505
201 2814 0.009817373817017984 0 0 0.008871681464783975 0.007584822818595212 0.006883540177151316 0.010561355047599651 0.01052094766996085 0.008422171846638774 0.014392389271728836 0.007962274676573778 0.010071650275779638 0.008949194821642062 0.009707299329211548 0.008891910388534392 0.01001818337165249 0.009216801266440535 0.009589613915831885 0.008672942714382782 0.011181395111382308 0.00951146696624083 0.008293145000827952 0.010157985530861825 0.009257999684820826 0.011460353496266507 0.007429602486854543 0.00856116451554575 0.008825131684536478 0.009800893721859811 0.009144100676434147 0.008350204462762474 0.010090396910737483 0.009879969735463767
301 4214 0.01390543314274459 0 0 0.012976859276659447 0.01158058369727626 0.008008022220340156 0.016413370772183866 0.01875498614284307 0.013001862578005332 0.03992823960436528 0.011258140412378678 0.021459314186526027 0.01297564641551745 0.01862862626468517 0.01221434670785693 0.014503248853288403 0.012342195962698184 0.016733858603232475 0.012986941614718585 0.01828978313971607 0.013672223875962633 0.011280385632490396 0.017049027148006112 0.014153809347790758 0.026267834694223037 0.011053931399657314 0.010705240836172527 0.012671860891356065 0.01519297367322086 0.013276482167795901 0.011959144458740543 0.01928768681369632 0.017157564526931384
401 5614 0.0007812367221119976 0 0 0.0007517609861504186 0.0005963108663677166 0.0003687321758835289 0.0009957235149609777 0.001088910836445829 0.0007091310003747899 0.0021883694650119316 0.0007357821151207442 0.0011816708859226507 0.0006916098970352753 0.0011826275925801856 0.000759870081074538 0.0007710228788195027 0.0007250392244094984 0.0009656946079133766 0.0008363040097009272 0.000978519262581311 0.0009679200903342267 0.0006506117317079248 0.0009168366735175337 0.0008328255689647814 0.0015547694441183542 0.0006343688220182122 0.0005719098251532523 0.00068415672779524 0.0008483489648381816 0.0008632800463920403 0.0006310561801260942 0.0011547849956542425 0.0009732468286593267
501 7014 0.0016351341249997203 0 0 0.0016821296002806055 0.001189929505931563 0.0006739434649926144 0.0021087138297909945 0.0022124556140552805 0.0015837639270534875 0.004915741173932453 0.0016755792126239314 0.002577859450139682 0.0014658460409177178 0.002612882077264129 0.0017643080523781622 0.0017860686747766862 0.001576005466552044 0.0023172421838302515 0.0017758764381427983 0.0020306192441777275 0.0027965998835771284 0.0015828659572911612 0.0019235184449597656 0.001923550974830658 0.0034431243327561183 0.0013915639105459082 0.0012335573484695268 0.001347272594404972 0.0016714539165706673 0.0021566506751001893 0.001349572563200353 0.002401179934712061 0.002317393767083356
601 8414 0.005171923512097998 0 0 0.006028342359068907 0.00337323704974761 0.0024331600710644974 0.006467459966210828 0.00684495393337963 0.004835107790709007 0.020409582134807074 0.00526713916605086 0.009120890694531987 0.005922138684085303 0.007828828240621429 0.005809339660653324 0.006918414696793214 0.005654851313595842 0.00837098271289073 0.005223148145955826 0.010036276090364862 0.008454154623841541 0.00502103516517884 0.006362055922184499 0.0067092676536648875 0.010040073351725732 0.004270371650402332 0.003539794381766442 0.004925240719694726 0.005083460283427487 0.007226264867196987 0.004102056115483676 0.008602395535288326 0.007124824287859892
701 9814 0.004436936230104464 0 0 0.005079517874171452 0.0028728684533812503 0.0019718801720756958 0.005594563012317946 0.006158482806656921 0.004715690049566398 0.023493938440012872 0.004752228269541932 0.007325065566884169 0.0068620835601150626 0.006545234371564309 0.004853767743584192 0.007081410068903272 0.0073295130976163405 0.007542416047883914 0.004692829191240425 0.009169908617247093 0.006665987740740181 0.004074781218131829 0.005416861479083568 0.005626318940177526 0.007996495768420675 0.0035309611768453474 0.0030220098808218694 0.005359055762409917 0.004689509051427148 0.005980592800588149 0.003610854487838722 0.008019842904077685 0.005504803050332932
