% # columns="iteration, evaluation, void, void, void, xmean", seed=684548, Wed Jul  1 17:13:46 2020, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 6 0 0 0 0.28064668843792073 -0.859740242463146
2 12 0 0 0 0.4623949487548277 -2.4022646712744007
3 18 0 0 0 -0.26043607347374753 -3.176041139489822
11 66 0 0 0 -0.4300955467060726 -2.8462693962114547
21 126 0 0 0 -0.31319870669019056 -2.8411065286894113
31 186 0 0 0 -0.31191472145139854 -2.851548950198617
41 246 0 0 0 -0.3116183123079658 -2.8506287338470786
51 306 0 0 0 -0.31165165251067195 -2.850586708429346
61 366 0 0 0 -0.3116519270604172 -2.850589299979395
71 426 0 0 0 -0.3116520114240462 -2.850588987632626
73 438 0 0 0 -0.3116520585774175 -2.8505889152619117
