% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=679245, Wed Jul  1 17:13:28 2020
1 6 -0.3012056985278316 -0.3012056985278316 -0.3012056985278316 -0.3012056985278316 0.835939173308781 1.1407040363423948
2 12 -0.3012056985278316 -0.3012056985278316 -0.3012056985278316 -0.3012056985278316 0.835939173308781 1.1407040363423948
3 18 -0.5019908749729942 -0.5019908749729942 -0.5019908749729942 -0.5019908749729942 0.7056976158575328 1.2255573731869898
11 66 -0.21801947145523207 -0.21801947145523207 -0.21801947145523207 -0.21801947145523207 0.8842966292736663 1.1036391944178279
21 126 -0.4391408709738275 -0.4391408709738275 -0.4391408709738275 -0.4391408709738275 0.7489052870865397 1.19964197616365
31 186 -0.6556909815259621 -0.6556909815259621 -0.6556909815259621 -0.6556909815259621 0.5867785088719916 1.2867365625977845
41 246 -0.961366445403686 -0.961366445403686 -0.961366445403686 -0.961366445403686 0.19655420269308457 1.4004879311881577
51 306 -0.9937134468344238 -0.9937134468344238 -0.9937134468344238 -0.9937134468344238 0.07928778698876905 1.4119891808489269
61 366 -0.9921606279612946 -0.9921606279612946 -0.9921606279612946 -0.9921606279612946 0.08854022836375279 1.411439204486433
71 426 -0.9939181806141634 -0.9939181806141634 -0.9939181806141634 -0.9939181806141634 0.07798602045133912 1.412061677340676
81 486 -0.998072256900462 -0.998072256900462 -0.998072256900462 -0.998072256900462 0.043906071328893854 1.4135318379507629
91 546 -0.9944275171814642 -0.9944275171814642 -0.9944275171814642 -0.9944275171814642 0.07464906441835659 1.4122420179209596
100 600 -0.9944275171814642 -0.9944275171814642 -0.9944275171814642 -0.9944275171814642 0.07464906441835659 1.4122420179209596
